vaca,0.90030193,5943,5483,5984,5528,5_5.jpg
vaca,0.88634807,5764,5284,5807,5324,5_5.jpg
vaca,0.87219703,5855,5644,5895,5680,5_5.jpg
vaca,0.85828865,5961,5289,6000,5334,5_5.jpg
vaca,0.82022786,5446,5420,5490,5463,5_5.jpg
vaca,0.80093724,5248,5896,5283,5932,5_5.jpg
vaca,0.7788954,5383,5535,5419,5576,5_5.jpg
vaca,0.77196383,5192,5908,5229,5944,5_5.jpg
vaca,0.7264428,5556,5489,5596,5533,5_5.jpg
vaca,0.65061724,5702,5499,5741,5543,5_5.jpg
vaca,0.6495296,5362,5428,5395,5467,5_5.jpg
vaca,0.55850583,5806,5508,5845,5562,5_5.jpg
vaca,0.55263895,5207,5855,5245,5889,5_5.jpg
vaca,0.98233896,5346,9612,5401,9654,5_9.jpg
vaca,0.77924716,5646,9924,5694,9974,5_9.jpg
vaca,0.64324176,6383,8740,6424,8794,6_8.jpg
vaca,0.95769656,3235,9782,3278,9829,3_9.jpg
vaca,0.9518635,3309,9762,3338,9803,3_9.jpg
vaca,0.94807005,3091,9709,3128,9746,3_9.jpg
vaca,0.93346727,3399,9417,3441,9448,3_9.jpg
vaca,0.93078804,3082,9799,3121,9845,3_9.jpg
vaca,0.9302099,3207,9609,3243,9646,3_9.jpg
vaca,0.9167905,3258,9524,3299,9576,3_9.jpg
vaca,0.8870543,3355,9634,3391,9676,3_9.jpg
vaca,0.88413453,3097,9528,3128,9566,3_9.jpg
vaca,0.8633456,3213,9822,3250,9862,3_9.jpg
vaca,0.81344974,3187,9513,3217,9554,3_9.jpg
vaca,0.75926495,3155,9447,3185,9491,3_9.jpg
vaca,0.7559363,3092,9588,3130,9631,3_9.jpg
vaca,0.68255305,3226,9950,3258,9990,3_9.jpg
vaca,0.6778188,3144,9790,3183,9818,3_9.jpg
vaca,0.5207661,3224,9798,3269,9842,3_9.jpg
vaca,0.9209186,7168,6102,7204,6129,7_6.jpg
vaca,0.7593827,7201,6064,7238,6091,7_6.jpg
vaca,0.9418719,4892,6061,4936,6107,4_6.jpg
vaca,0.9808376,7425,8460,7478,8504,7_8.jpg
vaca,0.9475461,7124,8603,7183,8644,7_8.jpg
vaca,0.942461,7607,8009,7644,8051,7_8.jpg
vaca,0.9393674,7215,8102,7262,8138,7_8.jpg
vaca,0.9335371,7756,8550,7801,8578,7_8.jpg
vaca,0.92512155,7933,8293,7966,8349,7_8.jpg
vaca,0.8792337,7071,8863,7115,8902,7_8.jpg
vaca,0.8276396,4843,5623,4885,5685,4_5.jpg
vaca,0.7542225,5494,8849,5543,8892,5_8.jpg
vaca,0.53375125,5175,8698,5220,8748,5_8.jpg
vaca,0.8406301,7606,9299,7653,9351,7_9.jpg
vaca,0.5315241,7613,9311,7656,9368,7_9.jpg
vaca,0.63243294,6416,20727,6459,20771,6_20.jpg
vaca,0.54068595,13969,10038,14000,10088,13_10.jpg
vaca,0.5179846,13963,10024,13991,10072,13_10.jpg
vaca,0.5151751,13972,10069,14000,10122,13_10.jpg
vaca,0.9874124,3101,10282,3148,10334,3_10.jpg
vaca,0.98440564,3050,10117,3094,10159,3_10.jpg
vaca,0.9814086,3511,10122,3550,10162,3_10.jpg
vaca,0.94902146,3155,10094,3200,10133,3_10.jpg
vaca,0.882738,3148,10037,3184,10079,3_10.jpg
vaca,0.5215329,12279,18387,12316,18445,12_18.jpg
vaca,0.99468434,3862,8372,3912,8417,3_8.jpg
vaca,0.9905755,9843,15804,9889,15862,9_15.jpg
vaca,0.7707211,9073,15104,9112,15161,9_15.jpg
vaca,0.9679823,5713,7904,5757,7943,5_7.jpg
vaca,0.91719264,5892,7031,5936,7071,5_7.jpg
vaca,0.8676696,5573,7686,5621,7729,5_7.jpg
